	RBP_flag	seqSVM_score	seqDNN_score	BLAST_SeqOnly_score	PPI_score	PIA_score	y_ture	ProteinBERT_score	SVM_SeqOnly_NoSS_score	DNN_SeqOnly_NoSS_score
Q3SXZ7	0	0.9365317286359222	0.72767395	0.0	0.2425308039843264	0.3059891328882909	0.0	0.17462397	0.7247551480368688	0.20276487
Q8MGR0	0	0.0913261492724034	0.005958577	0.0	0.1926379088661358	0.2749967556036575	0.0	0.014826655	0.1846935755476256	0.041820634
P14616	0	0.1642405142573779	0.0616093	0.0263591433278418	0.1165950469841226	0.0706464248775116	0.0	0.013433576	0.0950739534799192	0.14798741
P15374	0	0.2580308797540219	0.6434199	0.1428571428571428	0.6295722826624907	0.7178835425580835	0.0	0.366681	0.2023684706457046	0.9293367
P13765	0	0.0223728222782739	0.009258473	0.0182926829268292	0.1251046263616083	0.105549366032654	0.0	0.02856049	0.0724206280494275	0.028509444
Q6P1Q9	1	0.430155706669348	0.9054768	0.1052631578947368	0.2038958169316216	0.2174887376124278	1.0	0.72541046	0.3412803360916845	0.9547812
Q9NRX5	0	0.0075956800993332	0.037919667	0.0	0.1580891843025974	0.0752713106778019	0.0	0.010508597	0.0085682845374067	0.004889513
Q9NRX1	1	0.9144401903079704	0.93868846	0.4	0.9136980983927648	0.9861056696891544	1.0	0.96746546	0.752822961610634	0.3711546
O00462	0	0.1567375733578185	0.0874421	0.0	0.1139232618386963	0.1633363761777477	0.0	0.112795025	0.1710137924165095	0.11752232
P55916	0	0.2435490974690599	0.0258704479999999	0.03125	0.3172139729755039	0.1075802256578249	0.0	0.06423885	0.529269908930036	0.20579743
Q9BRR6	0	0.0950028818495739	0.033828877	0.4	0.0981732321445524	0.1468968325595198	0.0	0.02531436	0.1208226990897889	0.0096981805
Q9BRR3	0	0.0737969174201802	0.0073672268	0.2	0.0554508141899155	0.0918075304290473	0.0	0.016242057	0.1196401704594205	0.055331912
Q3L8U1	0	0.1995387249019858	0.56957394	0.1379310344827586	0.5649905937957286	0.6911239559354249	0.0	0.34379965	0.8668606017962012	0.9859438
Q7Z4I9	0	0.1873586617650617	0.14557889	0.0	0.5083140143698365	0.7462331285443383	0.0	0.049454182	0.4107145143622289	0.32708153
Q5T9S5	0	0.1930820742565845	0.7878793000000001	0.0	0.6181978308455045	0.487738272216489	0.0	0.07148838	0.3146908861283252	0.039148185
Q6IBM8	0	0.7901226167375542	0.8434169	0.6153846153846154	0.2521437983733932	0.3707086844286197	0.0	0.8215959999999999	0.7937579239486159	0.021188252
P08603	0	0.2104475149793749	0.7318161999999999	0.0239361702127659	0.254538570971431	0.1952472094479268	0.0	0.21688867	0.4229435298970453	0.059431378
O75920	0	0.3791014088219557	0.010537544	0.1578947368421052	0.1637645969993619	0.1715349364111994	0.0	0.034909785	0.3145034144148829	0.009268868
Q96SL8	0	0.0659520482833212	0.00062905916	0.0116036893781612	0.1771159645441025	0.0670453355484436	0.0	0.03843698	0.1687981021227489	0.030724203
P83369	1	0.7102275780089204	0.13546802	0.3076923076923077	0.7427817046909151	0.9490817681445848	1.0	0.51468396	0.5702276797357153	0.6635409000000001
Q6ZU80	1	0.2648052229406828	0.46726596	0.12	0.5658687317175733	0.2162055393780957	1.0	0.04591337	0.4263921447742183	0.34775144
P06731	0	0.0294549357107366	0.002762854	0.0012484394506866	0.5548697751015726	0.4750786817150917	0.0	0.0647017959999999	0.1131293088192139	0.004253811
O15344	0	0.0182419271877994	0.0241822079999999	0.0640243902439024	0.3853855499177923	0.2765951322626592	0.0	0.03536272	0.0545056058206686	0.013461757
Q8N9N8	1	0.6494679205589128	0.04629827	0.3333333333333333	0.2841980568070162	0.2668914380992747	1.0	0.30184525	0.3793544122126343	0.108957686
Q99666	0	0.3782686702784315	0.059749927	0.2285714285714285	0.5661415140034038	0.8683537541320535	0.0	0.614474	0.8015152061275891	0.045029707
P15531	1	0.7426067744631674	0.07546858	0.0	0.6716941971960898	0.7776593300149873	1.0	0.08983219	0.4724722632264352	0.11804506
A8MWS1	0	0.131377125820065	0.005433253	0.0	0.1702646563711283	0.2344395446196146	0.0	0.007966489	0.0784398855736444	0.0150764445
Q96P70	1	0.9134795752619612	0.075066626	0.2	0.8129129745492608	0.926991189026255	1.0	0.68254924	0.7704934821877668	0.18331002
Q86VI4	0	0.0619394325679372	0.021964459	0.1666666666666666	0.151037863877344	0.0905871873021475	0.0	0.051071405	0.2109484107153351	0.0137305439999999
Q86VI3	1	0.4766568983310402	0.8269806999999999	0.0892857142857142	0.5277820271253499	0.3990162708458826	1.0	0.31674534	0.9030685356463688	0.63883036
Q6ZMN8	0	0.0650506404911428	0.044022452	0.0	0.5512219681301259	0.4105650219487452	0.0	0.008482397	0.1323485625641618	0.09414892
Q9H161	0	0.1969168090110729	0.016049828	0.0126050420168067	0.4416281183355437	0.3065530600253009	0.0	0.0128905475	0.4864797902518055	0.07493574
Q15836	0	0.128065443488254	0.0013900223	0.0	0.2844934053643037	0.2573648061776398	0.0	0.09335679	0.4663336510297954	0.0011768484
P10114	0	0.2314088873851521	0.12520003	0.0229885057471264	0.4741655744729924	0.2673034763300245	0.0	0.012517333	0.4705434386958032	0.07293506
A1L190	0	0.1608123114035619	0.014674186	0.0666666666666666	0.2630019439523076	0.1905097167968906	0.0	0.017772198	0.1734434984379307	0.023611877
P49327	1	0.2253728323822357	0.73277986	0.1111111111111111	0.9062048159933008	0.8360274925833456	1.0	0.18867838	0.7125608918372273	0.35423777
P49321	1	0.8891718499889376	0.12232797	0.0	0.7689285924728878	0.9211843510885752	1.0	0.7771758000000001	0.8867282627340575	0.018722534
Q8NFH8	0	0.7056005189222759	0.068107255	0.1333333333333333	0.5917628806373257	0.5566621722668778	0.0	0.22272667	0.6725275914052735	0.07306855
O75340	1	0.2998992649053109	0.15828826	0.0397350993377483	0.8622510453893931	0.8257864939648901	1.0	0.06590298	0.5774329938039763	0.11681689
O75347	1	0.7734868809315526	0.8444992	0.3333333333333333	0.6262687939792793	0.6244905471600818	1.0	0.12342644	0.7410156862938088	0.81525415
P25686	0	0.5056723104893388	0.3261693	0.0784313725490196	0.3325054517061141	0.5972617934285793	0.0	0.39990425	0.5	0.23288733
P42166	1	0.7119448377478612	0.82464737	0.0	0.9067994209526068	0.947603176125224	1.0	0.23066074	0.6043412092440805	0.32093987
Q9BQW3	0	0.2809237224196937	0.0132120885	0.0625	0.1359641271910434	0.0380917108654173	0.0	0.22855127	0.2022334204422856	0.3912802999999999
A5D917	0	0.2901850490418276	0.018992437	0.125	0.1323940232731191	0.1560552368305262	0.0	0.018687367	0.2709358026898211	0.055671733
Q9ULZ2	0	0.4516644465869569	0.21302077	0.0588235294117647	0.28042982930982	0.1070294570906452	0.0	0.16862041	0.4584193817593255	0.5588419
Q13155	1	0.1270035237980588	0.09522489	0.0625	0.7352106896950246	0.9165326439029294	1.0	0.19284418	0.4605315348779129	0.33325902
A0A0C4DG62	1	0.7721890379581233	0.9568395	0.2857142857142857	0.4432750850982444	0.3318877605530619	1.0	0.8423343000000001	0.7236683795460944	0.8814764
Q13362	0	0.5479083314288421	0.06303261	0.0	0.4337408465117349	0.453878983675634	0.0	0.18226254	0.6025498502344206	0.055417035
Q9Y5Q0	0	0.0362104821477943	0.4295122	0.0526315789473684	0.2560008396926516	0.3059615963121279	0.0	0.2965716	0.0884134207155136	0.8260328000000001
E9PD53	0	0.8819298422769162	0.80724293	0.0588235294117647	0.9165849250450442	0.9263641537071428	0.0	0.12976065	0.7752344406230481	0.67401755
Q14197	1	0.8306189089636834	0.44810137	0.3333333333333333	0.8340244661264226	0.965665269230208	1.0	0.7250227	0.6771026195465538	0.11972175
Q9ULH0	1	0.1591685000920706	0.45081264	0.0364583333333333	0.6651074526378756	0.6818731696192565	1.0	0.01742056	0.3671748608304597	0.15547878
O60235	0	0.0240730566121746	0.0052919909999999	0.0	0.0956821279597363	0.0565450381497351	0.0	0.0129162369999999	0.1209615315476938	0.0138707105
Q9NU63	0	0.0946600318746422	0.007128175	0.0083025830258302	0.4890594349914276	0.3401865269596063	0.0	0.060590774	0.3236121815197389	0.019197853
Q969W1	0	0.03933335818775	0.0025012991	0.0333333333333333	0.2198252866556125	0.0694676927436816	0.0	0.0023706257	0.0266094585855227	0.061975654
P55769	1	0.3159897398674202	0.01250616	0.5	0.9490150315664116	0.9915662390918676	1.0	0.6316227	0.2200157714383366	0.14591551
O60231	1	0.6890270377224458	0.9173274	0.7567567567567568	0.9307620281186102	0.9896199255899388	1.0	0.7494178000000001	0.5776485387268782	0.9034224
Q96NX9	0	0.3864170857433006	0.120474175	0.1290322580645161	0.3796211548558831	0.1707499506640009	0.0	0.22165969	0.597425847218887	0.036300406
Q13753	0	0.0520177247131085	0.16223076	0.0073529411764705	0.2997617156690752	0.2240144866288143	0.0	0.01992774	0.4503208031391594	0.025140716
Q6PH81	0	0.4346640113064577	0.0054496387	0.0	0.2817806515198893	0.2842268417265664	0.0	0.6368866	0.5096454060105874	0.008225238
Q9Y675	0	0.4294480674763481	0.06586487	0.4	0.2413710759533218	0.1667769860399143	0.0	0.011127502	0.5832533447531653	0.045938425
B7Z6L9	0	0.1128514071129859	0.44105607	0.0	0.2577235000653804	0.3066010330821491	0.0	0.20488039	0.2180929602010547	0.06960436
Q9BUK6	0	0.0575897497724479	0.009375025	0.2	0.5911505360580396	0.6359938203805515	0.0	0.058760434	0.1254189207397913	0.0052368934
Q9Y676	1	0.3396426822838056	0.7102771	0.0	0.9400138765559208	0.9892818707708744	1.0	0.44344124	0.3234204868800632	0.14591551
Q09FC8	0	0.0962474956874766	0.0062486455	0.0088739290085679	0.1365941971993582	0.072176961484065	0.0	0.0048519075	0.0432480823444223	0.14591551
Q9NW07	0	0.1238418074252832	0.0043534874	0.0053009042719052	0.2627944757061196	0.0566075775598183	0.0	0.09200743	0.0356108758377416	0.012617943
Q96GZ3	0	0.1491476382425307	0.009786814	0.0909090909090909	0.1263926180344375	0.1318235104020263	0.0	0.023180753	0.1793016441111757	0.0121903939999999
P31150	0	0.9092273468325048	0.65763575	0.2307692307692308	0.7770398948612918	0.6409876523446304	0.0	0.23203114	0.906558237350108	0.7104944999999999
Q86V42	0	0.0557025007601962	0.004240985	0.0	0.1510628163584622	0.1615194305969789	0.0	0.0486301779999999	0.0814493626136499	0.02592385
Q9Y2D5	1	0.8278421913390515	0.22120643	0.0	0.7934041584595355	0.7152138663069029	1.0	0.11618686	0.8157337486256104	0.024051761
Q53F19	1	0.9323300105140204	0.2704546	0.3333333333333333	0.933051444450904	0.977200379636752	1.0	0.9589162	0.6163964674542577	0.26769662
P29218	0	0.2739998770442955	0.063437566	0.0	0.4106979326354039	0.335286315179098	0.0	0.08911088	0.3972682168960893	0.010495937
M0QYT0	0	0.5780957565462279	0.02517124	0.4782608695652174	0.3066013753751986	0.180362021301624	0.0	0.2301542999999999	0.2658629006808074	0.0074359709999999
Q6XD76	0	0.0483792390904805	0.013855424	0.0136986301369863	0.5885621541972161	0.5968314768650379	0.0	0.0071751177	0.0965222779292413	0.025636952
Q86VE0	0	0.1844650626671408	0.004831487	0.2	0.1838378845526466	0.150026962353903	0.0	0.011162847	0.0416248687770841	0.009163169
Q8N8I0	0	0.3326239053953173	0.87551403	0.1176470588235294	0.1280371920603548	0.0450531783336512	0.0	0.2294023999999999	0.4210604793561211	0.098928645
P57729	0	0.5835504941794106	0.017430851	0.0256410256410256	0.1296939856554887	0.1030282080396393	0.0	0.0626905	0.4429781076119041	0.052096378
Q9H8Y5	1	0.2539768969763548	0.09754386	0.0658436213991769	0.4748647503952962	0.3230006542019739	1.0	0.38185132	0.3933209845087257	0.67099714
Q8IYT4	0	0.6127026773693156	0.8180420999999999	0.1304347826086956	0.631048358822825	0.6271307842010793	0.0	0.565575	0.6800058225546853	0.069692865
Q5JWF2	0	0.6635749092858603	0.19275996	0.0652173913043478	0.7178155410287913	0.5088038360087714	0.0	0.26276928	0.5428071776677921	0.14365235
Q6UXB8	0	0.0532247564647499	0.0012997764999999	0.0909090909090909	0.0316168945935921	0.0196399482747874	0.0	0.0081763569999999	0.1259448086598657	0.14591551
Q8IX06	0	0.4926665604641974	0.85520023	0.3636363636363637	0.2704394340243826	0.7276972260573169	0.0	0.38627207	0.5124136723933335	0.15032741
Q8IX07	0	0.0523261378165806	0.10541651	0.0089921318846009	0.4268988926405421	0.2645608394807494	0.0	0.12718096	0.0554457831450042	0.053946543
P78556	0	0.0713630922974703	0.01025496	0.0	0.3010905566847045	0.2271503867500293	0.0	0.0022795498	0.1441844498568945	0.04471536
E7EVG6	1	0.542055494894891	0.44794804	0.88	0.1956721090381341	0.3056543504644851	1.0	0.8585826999999999	0.3854644205029023	0.0536820629999999
O75311	0	0.2256752907166141	0.065060295	0.02	0.1498350127924855	0.0382985502994399	0.0	0.013366401	0.2887439178539764	0.0047322125
P01112	0	0.6307627426633432	0.0058093523	0.0181818181818181	0.4341682373686892	0.3190145743452341	0.0	0.010600865	0.559631732650807	0.14591551
P01111	0	0.737017520545917	0.007727881	0.024390243902439	0.211252664112656	0.1394080594722815	0.0	0.009801835	0.7015609345300108	0.029989406
P68366	1	0.8168324537062805	0.64072335	0.0869565217391304	0.7314810178634007	0.7239357168802234	1.0	0.1658395	0.693616180232192	0.047710992
Q9NRE2	0	0.5626304426209566	0.80101967	0.0127118644067796	0.2042655584124436	0.2104397099739926	0.0	0.24714905	0.1259937021391899	0.8861745999999999
P52757	0	0.6145457732607588	0.1364506	0.0264550264550264	0.274464345810168	0.1360979573045897	0.0	0.08328456	0.6055440198300114	0.04245193
P54753	0	0.2052062245332818	0.18860541	0.0276967930029154	0.1298176901619799	0.117646987502724	0.0	0.035494387	0.2527131733080831	0.14591551
P23458	0	0.1961731072075529	0.21625015	0.0301932367149758	0.5349095232618493	0.4033561966429228	0.0	0.029753268	0.8342465486127572	0.0787131
A2RU49	0	0.2454591467112573	0.003253974	0.0	0.1415565366255254	0.0893698299233191	0.0	0.10286513	0.3380353480343522	0.5831264
Q9UF33	0	0.1596980271239053	0.9473425	0.0262345679012345	0.1365133926462879	0.0889135024411085	0.0	0.012834102	0.6448030039989695	0.043145984
P19087	0	0.5968663205729399	0.36753607	0.0204081632653061	0.1939888011672738	0.0808606897111451	0.0	0.4209152	0.4674970618013166	0.07477245
O75828	0	0.7154301470916485	0.008726411	0.0192307692307692	0.6499072282476547	0.5701371875203249	0.0	0.05355802	0.3502968072723532	0.05104429
Q16401	1	0.3183566453243271	0.094088614	0.2727272727272727	0.4499971472313041	0.4002225456603792	1.0	0.5991672	0.571032377619666	0.01735312
Q9UHI7	0	0.198938773723613	0.0044738009999999	0.0	0.0631443560835707	0.1398089370031125	0.0	0.0048577487	0.1336863582664832	0.012203435
Q59FC6	1	0.9628635052274708	0.28989083	0.2105263157894736	0.3456055894324498	0.5655992492529089	1.0	0.67037046	0.9487675510735136	0.9814073
Q96PL5	0	0.2922229095859801	0.11272144	0.0207253886010362	0.7328268653027727	0.722167598985114	0.0	0.03661433	0.2533947899101065	0.07850003
Q8NG68	0	0.2753045779814703	0.074001364	0.0526315789473684	0.5728948653139748	0.7337967954420319	0.0	0.07895115	0.3791603836134918	0.09284933
Q6WKZ4	0	0.1422957722248836	0.7482605	0.0	0.7597373967836905	0.5995666956383678	0.0	0.07309702	0.2881834268635839	0.88912725
Q8N3Z3	1	0.8545433501261065	0.95331246	0.1666666666666666	0.3409461960968969	0.5	1.0	0.28712195	0.4744133353169491	0.81685877
Q12796	0	0.2827485191767025	0.019580036	0.0	0.4912364453865409	0.2867196706633826	0.0	0.2002981	0.3173556510610759	0.090833254
O94777	0	0.1055545608589815	0.0024825106	0.0	0.1050646582830458	0.0429439978637975	0.0	0.030152202	0.0734593690088603	0.0019102669
P09914	1	0.7228878435893913	0.4273119000000001	0.0909090909090909	0.8268689918852723	0.7837482202567935	1.0	0.5804571999999999	0.5210715675091061	0.66522574
Q96B49	0	0.1691083931637892	0.07710429	0.0	0.1444566382767207	0.1360354394843174	0.0	0.041419625	0.1808394824124192	0.14591551
Q29983	0	0.0420622569738356	0.79668355	0.0259740259740259	0.1593241066297527	0.148311624333473	0.0	0.12134907	0.2372842136137569	0.14591551
Q8NA03	0	0.4394343402171445	0.13336523	0.2	0.1307722527451565	0.2358627904700217	0.0	0.1348036	0.7072582366919815	0.18166058
Q9BV90	1	0.5930359949765616	0.11960916	0.0	0.2714379705311228	0.7950082411146356	1.0	0.0981091259999999	0.2448312819686701	0.043861102
Q9BV97	0	0.0736682836673769	0.0039175544	0.0026595744680851	0.2215516916720435	0.1089787169542926	0.0	0.02909106	0.0659252720173277	0.042542204
Q6ZN30	0	0.0269863133824468	0.097969055	0.0207468879668049	0.1271590840978572	0.0739728482879042	0.0	0.17305902	0.1438373619280888	0.36093464
Q7Z601	0	0.030667526600848	0.0038279404	0.0	0.1446746121676386	0.0796739945308119	0.0	0.004386008	0.0881587060432136	0.0085130455
Q8NA69	0	0.0278778373806398	0.0042094514	0.0	0.1517448736942834	0.1277941486700906	0.0	0.12431234	0.3380621010637829	0.056655254
Q7Z3J2	0	0.7843883254854807	0.18588415	0.0	0.5466363866695477	0.6391679006873277	0.0	0.59533876	0.1705306874005939	0.05092028
Q07092	0	0.1028264246214167	0.0403352379999999	0.0056433408577878	0.1478557417107905	0.065837173468203	0.0	0.015841663	0.1650841489428381	0.2821152
Q8WTS6	1	0.4738426869511061	0.21426398	0.0961538461538461	0.4684839725958864	0.5879982702244724	1.0	0.0149975719999999	0.562986955494944	0.7752566
Q6UX07	0	0.0593786079802906	0.008610963	0.0161290322580645	0.3918715228628679	0.2690103683979309	0.0	0.055522114	0.1174268246149898	0.007881533
P17014	0	0.0043732163495835	0.0006897101	0.0099758162031438	0.0779133833906665	0.0625780074721613	0.0	0.003083557	0.0308403411851612	0.0011782993
O75821	1	0.8702993324019201	0.16001998	0.9739130434782608	0.8506482379019656	0.978647476816879	1.0	0.9992993	0.920913162711114	0.48913428
Q5TC82	1	0.7603027002462068	0.9525166	0.2109375	0.6202162212601181	0.2464312053886037	1.0	0.4013024	0.8388324481660346	0.01757084
Q6ZTB9	0	0.0685739530297468	0.00049747305	0.0071599045346062	0.0893810448171048	0.0859527384107776	0.0	0.0044304132	0.0746086873172462	0.14591551
Q07890	0	0.605131447095819	0.39376932	0.0208333333333333	0.5062033353654798	0.4194945490752021	0.0	0.0503242	0.5915402982017014	0.02771876
Q9P2C4	0	0.0802670846121995	0.08392776	0.0566037735849056	0.1403312482868557	0.0447746053408994	0.0	0.33942503	0.3056556115991363	0.109714255
Q15327	0	0.2355612072032901	0.8749575999999999	0.0451541850220264	0.1178045155979803	0.1276557394273672	0.0	0.14409605	0.7588677338471201	0.19603243
Q96I30	0	0.0315684132691486	0.011681136	0.0	0.1500484893117093	0.195913684479458	0.0	0.0175091619999999	0.0615222172742895	0.0074885369999999
O95166	0	0.8643327152624924	0.05468296	0.0	0.8013478007514679	0.6844146845270386	0.0	0.059494197	0.7414548246813379	0.07342252
O95164	0	0.064720334024165	0.0066345665	0.0625	0.1384200003233736	0.2207160056041801	0.0	0.09665105	0.104040934223135	0.06280703
Q13948	0	0.1312123051808547	0.03830331	0.1025641025641025	0.7100245667398516	0.6702296182903743	0.0	0.22720188	0.3845497547940021	0.11458745
P51636	0	0.0217106281314105	0.006137193	0.375	0.3211791670520367	0.1870744713025278	0.0	0.018205315	0.0552147163118462	0.025445014
Q969Y0	0	0.1642229291493147	0.4176965999999999	0.0	0.0846081522280372	0.1120821513500286	0.0	0.0105836089999999	0.2382799555077482	0.06952885
P02652	0	0.0395895473350872	0.0129146	0.4	0.4436061992609375	0.4235405214399521	0.0	0.00036364794	0.1532027111229204	0.06694007
P02656	0	0.0262414376794274	0.005972897	0.0	0.0850255284907553	0.050295164155939	0.0	0.0035843253	0.0823142439911761	0.031412464
P15884	0	0.5202577039763886	0.078255855	0.0238095238095238	0.3099598271180319	0.1791811792687966	0.0	0.14194134	0.5128328327099704	0.07817355
Q96EW2	0	0.1627174238037546	0.00776839	0.2	0.1833130502554169	0.1779439958567829	0.0	0.5061199000000001	0.2963453695839622	0.03794791
Q08345	0	0.0264968846046861	0.0041531803999999	0.03125	0.4458493034003482	0.2230947464258964	0.0	0.014857531	0.0815458419497953	0.022060495
Q9H1E3	1	0.9023805297784362	0.9087026	0.0769230769230769	0.64706033748953	0.4071294691811242	1.0	0.7318015	0.8058117506472594	0.37185308
P60022	0	0.0336707232965464	0.002431676	0.0	0.0906670000032288	0.0347375438392493	0.0	0.009455264	0.0137370410659735	0.0020849847
Q9H1E5	0	0.1036267975568778	0.0067454875	0.1818181818181818	0.1010291955611836	0.1453081336976233	0.0	0.20273346	0.4416040491902481	0.009562258
P53985	1	0.2940823224372209	0.19044587	0.0555555555555555	0.7436772215409315	0.8286560225419602	1.0	0.11979294	0.147510308314222	0.2594392
P22310	0	0.0323206528487242	0.0259587729999999	0.037037037037037	0.1284858652653029	0.0381083915644019	0.0	0.03777796	0.1505410214426416	0.019628918
Q8IUX7	0	0.519840095554019	0.8168123	0.0	0.219907145701116	0.3473075322311729	0.0	0.20573008	0.6247985026667026	0.14591551
A6NHV6	0	0.014875962070653	0.0028079732	0.0399159663865546	0.5981089745686522	0.6679219675916148	0.0	0.024677604	0.0495137820909134	0.007094198
Q14324	0	0.4731907555826695	0.92023295	0.0063006300630063	0.3707100192273202	0.2527325162716792	0.0	0.3145151	0.9124082792011646	0.804952
Q99614	0	0.0443233140696838	0.07942693	0.1168831168831168	0.427457292091706	0.6123389104950592	0.0	0.4567634	0.3568783602356446	0.14591551
Q15814	0	0.2896195696771674	0.11312805	0.0	0.128519308147377	0.1812752527959819	0.0	0.3398963	0.5101411290065667	0.03348328
Q8N485	0	0.0381202280554043	0.014899154	0.0	0.1417229272776515	0.1763952056530235	0.0	0.014538586	0.0653469839568132	0.0102227669999999
P01308	0	0.0083774908498192	0.0032203865999999	0.0769230769230769	0.1461296054414325	0.1050931384370284	0.0	0.0009484589	0.0274082463650447	0.0049208105
Q8WVQ1	0	0.4455760399642864	0.12999384	0.0	0.5334182512177513	0.4440415809998501	0.0	0.035420597	0.5986491204242265	0.0034177678
A1L429	0	0.054890773288753	0.00664878	0.0	0.1267898018472429	0.1382939219568789	0.0	0.05774966	0.1266344656581732	0.14591551
Q14494	0	0.0362739290783284	0.063843064	0.024390243902439	0.7737216252863697	0.5621754127919323	0.0	0.021037549	0.1430997384751767	0.14591551
Q8NEA4	0	0.0528686416955494	0.016796589	0.0434782608695652	0.1208069478296229	0.0348345985737061	0.0	0.017777562	0.1201542620493776	0.14591551
Q8N4C6	0	0.448456699968507	0.4515939999999999	0.0833333333333333	0.6389358364876458	0.4815578715364146	0.0	0.05834514	0.4549950363738021	0.9442996
P46531	0	0.2111822523508796	0.0048739347	0.0151315789473684	0.5953902525679825	0.4016586377722303	0.0	0.024592519	0.33898155192739	0.14591551
A0A0C4DGQ3	0	0.081923491438272	0.020191157	0.0094185094185094	0.1280830981297202	0.1403905093262996	0.0	0.0086172819999999	0.2513925262685539	0.0129764555
P20815	0	0.2815813626503165	0.69430906	0.0461538461538461	0.0256667865549481	0.0202083423627412	0.0	0.019474804	0.6526738968904915	0.06993443
Q8IXU6	0	0.0087329746718113	0.008436368	0.0	0.1344783084141027	0.1302022398238371	0.0	0.0273602	0.0538287695860895	0.34590128
Q9ULV4	1	0.79786750191685	0.51928276	0.1666666666666666	0.85974806686296	0.7295686163906466	1.0	0.5566515000000001	0.6051671421269554	0.11160638
P61160	0	0.8500056971320684	0.083099455	0.0	0.8621327374376986	0.8205024647732705	0.0	0.26666108	0.5938597899853143	0.18692505
Q92754	0	0.0821488663681276	0.018751007	0.0	0.4829422472647929	0.4055828173574707	0.0	0.23672393	0.2332717108411101	0.015309431
Q8TBX8	0	0.8542521822404562	0.025528459	0.1428571428571428	0.3003588403511643	0.2114814573647804	0.0	0.65131855	0.7301473138597826	0.021804826
Q8IWE5	0	0.1513633654620824	0.1948203	0.0	0.5636526113890219	0.6649321693058653	0.0	0.05889395	0.10000400854877	0.05309285
Q8IU68	0	0.0106144498346908	0.0015761799	0.0625	0.1409612447313717	0.0923154374069951	0.0	0.0025781095	0.0558900764213179	0.14591551
P05976	0	0.8822750737991867	0.13897635	0.0112359550561797	0.7241522533325101	0.5414064344954234	0.0	0.39719105	0.9521933884442104	0.12164807
Q8WXH5	0	0.0572679995115322	0.085951336	0.0166666666666666	0.253101869760222	0.2877331794811879	0.0	0.18177953	0.0433171748033041	0.105577
Q6NXE6	0	0.1825592502212531	0.087640546	0.0833333333333333	0.5425720688345433	0.5835629944006229	0.0	0.25606066	0.1674948761854238	0.54280156
A0AUY0	0	0.1735297441045036	0.008928405	0.0125786163522012	0.3519002527440752	0.5734367103069482	0.0	0.0654245	0.235685028969696	0.01995608
Q8N7C0	0	0.0151307059750905	0.004059806	0.0716510903426791	0.1646543257777696	0.0755344305993755	0.0	0.05917257	0.0383957913380726	0.020314988
Q8IUH4	0	0.0377067461166828	0.001683921	0.0373692077727952	0.0601768626945839	0.0386478899029307	0.0	0.010656506	0.0841856286617499	0.0014887559
P45984	0	0.1770746863618347	0.07545489	0.0410677618069815	0.3630132035733808	0.2515117116204928	0.0	0.077088505	0.1602385504271829	0.0098924665
O15197	0	0.0506010673155507	0.0132250989999999	0.0303030303030303	0.2092164808276489	0.1663821806804485	0.0	0.033693552	0.1550669223008528	0.0032671403999999
B2RWN7	0	0.2466360461019158	0.4990263	0.2041884816753926	0.1065088538183964	0.0983997028678399	0.0	0.08305907	0.5334195206931567	0.17865694
O15195	0	0.86481941099007	0.057706002	0.0357142857142857	0.1669166999088726	0.0395616410781739	0.0	0.14558744	0.8659050267085155	0.586012
Q8TDM6	0	0.3918713025926167	0.6281138	0.0303030303030303	0.7110431761417074	0.6886865156133962	0.0	0.048707455	0.8241884008035399	0.5388625
Q9Y2F5	1	0.2290402022292545	0.32524434	0.074074074074074	0.7242393115735962	0.8678134900152056	1.0	0.024281174	0.6059269232703448	0.17819257
Q01850	0	0.0810285563773784	0.02158564	0.0434782608695652	0.1679107591916712	0.095924012276361	0.0	0.03865525	0.1328298830227572	0.04176922
P28289	0	0.6181601447741044	0.7765046999999999	0.0	0.8404595948950181	0.615712270537558	0.0	0.46877658	0.6424053040634936	0.15253846
Q8N8G2	0	0.028379422944732	0.0066677276	0.0	0.168796835615745	0.0580630331359983	0.0	0.047385067	0.1482968661830143	0.14591551
Q5H9E4	0	0.0219668857531523	0.016239071	0.0	0.258511375713181	0.4311302515953295	0.0	0.015476584	0.0322431980892853	0.057992727
P56211	1	0.9634338539872052	0.029888704	0.0	0.2813271241055922	0.2982468659933165	1.0	0.49630722	0.8848018198793404	0.87983763
Q9BVI0	0	0.6147621557281728	0.29961655	0.0434782608695652	0.7997115486815208	0.8547539592842293	0.0	0.26382172	0.7000855985348465	0.7726735
P29965	0	0.025213771149058	0.007140334	0.0588235294117647	0.0924522457904346	0.0612474804353674	0.0	0.04030317	0.1786460828815992	0.0048935097
P49848	0	0.4928905675173384	0.22310086	0.1111111111111111	0.512458838498158	0.6814662807347787	0.0	0.045728564	0.1540430633149658	0.14510308
O75864	0	0.3232314344835507	0.025488893	0.0392156862745098	0.7838694555648031	0.3890196559698332	0.0	0.022930712	0.4798582894396269	0.6085705
Q07283	0	0.2280483300367602	0.16749938	0.0	0.4363903407006682	0.4013251233379052	0.0	0.2630737	0.2995667967538429	0.2277267
Q5JPT6	0	0.6784882241256791	0.08251134	0.0290456431535269	0.1447236631041479	0.2075325609603329	0.0	0.43172336	0.7443951649743177	0.8756964
P43119	0	0.0077527010009261	0.026305247	0.0050251256281407	0.0956196720257807	0.0399732886055551	0.0	0.0005457103	0.0125831330624332	0.0052369586
