UniprotID	Gene_Name	RBP_flag	protein_len	seqSVM_score	seqDNN_score	PPI_score	PIA_score	seqSVM_seqDNN_score	seqDNNseqSVM_PIA_score
O95822	MLYCD	0	493	0.2528262651104241	0.1342801	0.2962853446552576	0.2995877362243458	0.5185144883646284	0.5584204981984154
O95825	CRYZL1	0	349	0.8460980261212983	0.32198846	0.3164080482764041	0.2478268882388053	0.7933662463066322	0.7572845347320886
O95831	AIFM1	0	613	0.9205325762364301	0.38166142	0.8442659583159666	0.8804351838838078	0.8497404683968395	0.9650415318868938
O95832	CLDN1	0	211	0.014489094335200162	0.028249913999999997	0.3286294044836645	0.23543926757693626	0.3961682367031644	0.4688280140147598
O95833	CLIC3	0	236	0.12027870715569247	0.03676361	0.15787800291736515	0.06611582515943315	0.4543307455590603	0.4214319900939276
O95834	EML2	1	649	0.7365368560040223	0.56568855	0.3499606762250349	0.3681445450930495	0.7458900316932642	0.7359415180978299
O95835	LATS1	0	1130	0.8684001745479971	0.22405341	0.4743092168627798	0.37131209485161104	0.7997662438137766	0.7911335987528041
O95837	GNA14	0	355	0.3801880116762744	0.16081494	0.6204405952522626	0.1349798669856597	0.5916617226887149	0.5424823257857452
O95838	GLP2R	0	553	0.013164480709292893	0.005755289	0.142262925709505	0.043606516052439086	0.37475597347442297	0.3664718335479048
O95847	SLC25A27	0	323	0.2510807918799541	0.21053182	0.19445236977301952	0.10318158781005707	0.5690836011874693	0.5136108423680777
O95848	NUDT14	0	222	0.08054514083723903	0.04384616400000002	0.09584366624060164	0.2063565781252902	0.4439068076324324	0.4796500956494235
O95857	TSPAN13	0	204	0.0030021373767767944	0.0016800456	0.13915908706803648	0.19983393278974967	0.35962710213510696	0.4418907340450157
O95858	TSPAN15	0	294	0.06711782607700946	0.0057715330000000006	0.050181121762953716	0.1030858775102517	0.407446478094948	0.4107369098166031
O95859	TSPAN12	0	305	0.003802301029098947	0.008819009000000001	0.18536142110917425	0.05189978016204603	0.3713790122348651	0.3700062246420205
O95861	BPNT1	0	308	0.4720543878814659	0.17658645	0.6117245360152221	0.5635123269047476	0.619561811351918	0.7235870382267268
O95863	SNAI1	0	264	0.02217851190646695	0.011078923999999999	0.30680601749293673	0.2884163986320504	0.3870462808929448	0.4880013480259812
O95864	FADS2	1	444	0.24743685890887784	0.8659643	0.38940876849544703	0.3497485252345582	0.6805827539809735	0.6777737636851688
O95865	DDAH2	0	285	0.15566722543303144	0.046605315	0.7912932418990504	0.6610495939893141	0.4729883574929713	0.7204777931060986
O95866	MPIG6B	0	241	0.02844291854029306	0.03633789	0.11468911800253224	0.06972175624097075	0.4103686785500966	0.395853599198123
O95867	LY6G6C	0	125	0.011887969512436184	0.026126983	0.13344152006415805	0.15723913442538112	0.3928609046999013	0.4310962328326129
O95868	LY6G6D	0	133	0.009102998443498187	0.024139973999999998	0.1268360572860151	0.12980865199289496	0.3891030386506802	0.4151544166708886
O95870	ABHD16A	0	558	0.12295420448914778	0.1835861	0.35336686838063336	0.7342692961661224	0.5285576860982812	0.7886818329092165
O95872	GPANK1	1	356	0.2584187955089994	0.7193568	0.16052762294769818	0.18004592760713894	0.6349039641531584	0.5925840161183406
O95873	C6orf47	0	294	0.011231246640454485	0.14002945	0.14261890960802634	0.1904694180081952	0.42654205434700265	0.4605908084006892
O95881	TXNDC12	0	172	0.492476199027622	0.015150645	0.5360423233038832	0.5109712162836548	0.5551161865793337	0.6653644758578399
O95886	DLGAP3	1	979	0.790526807608425	0.82084966	0.6652878835198159	0.4547923459880109	0.8030532503562655	0.8120563222525997
O95897	OLFM2	0	454	0.17038715284106432	0.07140522	0.14130755075976245	0.043427999324211784	0.484585064051501	0.4282572785064258
O95900	TRUB2	1	331	0.7481796958047471	0.91519403	0.9120412627408974	0.9186426284936272	0.8360841373267051	0.9735552647617952
O95905	ECD	0	644	0.6461013722181618	0.30095702	0.6272487307796633	0.5675298520627282	0.6920552128070793	0.7631614460236611
O95907	SLC16A8	0	504	0.12656771489457336	0.028866187	0.22923194755728624	0.2380595815737261	0.4517947163440579	0.4982367741337991
O95922	TTLL1	0	423	0.7922576521877873	0.2377029	0.1553026295057095	0.18774648692021048	0.7531908959565118	0.6989429191816198
O95925	EPPIN	0	133	0.2307895996830221	0.006563823000000001	0.11104775152083868	0.052231432418582815	0.4685006965763057	0.42214913724881664
O95926	SYF2	1	243	0.797053277690802	0.91505784	0.8535155065615005	0.9713394874711864	0.8512435180304772	0.9920035429792464
O95931	CBX7	0	251	0.8280844743955523	0.2266837	0.6675428099190099	0.6714536546811635	0.777000673894439	0.8529767609633975
O95935	TBX18	0	607	0.18624994518996388	0.42934725	0.13682721463376532	0.06269150257488644	0.577707337717161	0.5026757602266103
O95936	EOMES	0	686	0.605109086079162	0.34862652	0.17642600635421693	0.07378641328231621	0.6838912833464779	0.596270622164306
O95944	NCR2	0	276	0.005338618969273115	0.019660268	0.2311099319784664	0.06087534347401024	0.3815317336061095	0.3780492007704223
O95947	TBX6	0	436	0.20964987983173167	0.061917797000000004	0.1350628386601366	0.06743105580041046	0.4958622009497698	0.4482247269458406
O95948	ONECUT2	0	504	0.1727269443594739	0.21268822	0.1764845099912369	0.10209748049273072	0.5489621962819315	0.499404820812745
O95954	FTCD	0	541	0.5877305315318501	0.16936477	0.31695778247657896	0.35411774448429323	0.6601521089470923	0.6654787311327535
O95967	EFEMP2	0	443	0.020564988072077503	0.018289099	0.11613549029559064	0.05950019256880204	0.39107234283920855	0.3807781400244977
O95968	SCGB1D1	0	90	0.1414214786435409	0.10852771	0.058798526572836164	0.03547336658393432	0.4830300711706802	0.4244326253304331
O95969	SCGB1D2	0	90	0.016920144638643206	0.021801116000000002	0.08346349965863092	0.04151775546480175	0.3925941196316193	0.3728383290125704
O95970	LGI1	0	557	0.027017133934232527	0.21732415	0.1335397778737618	0.09189166117532648	0.496888801935705	0.4598124080494774
O95971	CD160	0	181	0.02825829437861785	0.2505862	0.15972560711608927	0.09730309032158138	0.5007515561668643	0.4643856654491602
O95972	BMP15	0	392	0.04337602079102961	0.032682166	0.10148439549122752	0.06205599839161662	0.4163727601966851	0.3941312955162547
O95973	IGM	0	150	0.016138466279659692	0.012417124	0.11400899446133772	0.1197613338895319	0.3840840046949524	0.4086900092325064
O95976	IGSF6	0	241	0.1392501617309924	0.02363866	0.3312263783790579	0.08588991877711764	0.4527119406800694	0.4297892642467893
O95977	S1PR4	0	384	0.002606043685795117	0.018196583	0.16395305614895195	0.07923953002705983	0.3780054212136261	0.3872884294068346
O95980	RECK	0	971	0.07408219562399247	0.04369933	0.06706367155474273	0.04938718719391368	0.4412120140838461	0.4035824771379241
O95983	MBD3	0	291	0.3899159068491333	0.03533694	0.5130357291308477	0.4330115190768214	0.5350038664792087	0.6216081490006944
O95985	TOP3B	1	862	0.7971359155828612	0.78384125	0.7011718471675692	0.8400284938879153	0.7977993786138319	0.9311712733058622
O95988	TCL1B	0	128	0.09509808164048283	0.05317026	0.21495899747075065	0.06812595816862124	0.4543044938434461	0.4223505294958689
O95989	NUDT3	0	172	0.5185372636628293	0.64032596	0.5	0.5553850995300602	0.6827677801930101	0.7503095923576539
O95990	FAM107A	0	144	0.3422998785608609	0.32077375	0.16084964929560014	0.13952632627384556	0.6026166838969866	0.5527322562333776
O95992	CH25H	0	272	0.0008477332674480469	0.0053366683	0.13139587915270526	0.08240973329357919	0.3656346632397772	0.3854622174408059
O95994	AGR2	0	175	0.4454911233492157	0.28032047	0.2400164899497263	0.3493016828115508	0.6231092730799306	0.6403463475556126
O95995	GAS8	0	478	0.8952512980254143	0.6953762	0.1766944022793619	0.0972289503231706	0.8409859950884667	0.7933982696993931
O95996	APCL	0	2303	0.18864689442159685	0.17837229999999998	0.3475385382225887	0.3218397783756246	0.5479607273354581	0.5837196378663391
O95997	PTTG1	0	202	0.2869887965736819	0.14231783	0.6716763135576898	0.7654795951355963	0.5284463187283883	0.8078372037212249
O95998	IL18BP	0	194	0.004969851941695132	0.032195304	0.12202379040755525	0.041519878946271904	0.39197142648428174	0.3725507616613365
O95999	BCL10	0	233	0.025070484393449263	0.39467399999999997	0.3703159014272302	0.29748024762110165	0.5187117828953656	0.557812943008259
O96000	NDUFB10	0	172	0.4328556767764185	0.09012665	0.36591599617826187	0.2371695810815921	0.563062353642749	0.5623633139992272
O96001	PPP1R17	0	155	0.6200475477592435	0.56641495	0.13372464369982826	0.09931564615455628	0.7081883169927906	0.6285338414538509
O96004	HAND1	0	215	0.2736065613758341	0.30735543	0.1249194858044679	0.0841597992276869	0.5857734875318336	0.5178917219058989
O96005	CLPTM1	0	669	0.4717324343352669	0.09655424	0.7103658541534231	0.7189155090250282	0.5767225696642085	0.7895658333184525
O96006	ZBED1	0	694	0.5671297679509845	0.617149	0.2551775304128914	0.29426493074702226	0.6960864024117999	0.6766035302783844
O96007	MOCS2	0	188	0.11972842732191008	0.08629253	0.5419879991860587	0.4378395253361213	0.4725669795773929	0.5937141213468511
O96008	TOMM40	0	361	0.07627455993215497	0.14699666	0.5224466842794978	0.5	0.462508414248706	0.6162988477602653
O96009	NAPSA	0	420	0.15079455439781367	0.10611629	0.470086382428298	0.30480736978716483	0.4854493803474408	0.5423693160921547
O96011	PEX11B	0	259	0.030993988048967	0.050958246	0.19321991548700693	0.15684549834876216	0.420782024784492	0.4415978850116639
O96013	PAK4	1	591	0.6448228072864934	0.64219636	0.6476124776222358	0.3979823419731932	0.7212050752768211	0.7233146559844731
O96014	WNT11	0	354	0.164417584771	0.06755303	0.0395676441501944	0.016769639785429464	0.4821276695607227	0.4207010517472696
O96015	DNAL4	0	105	0.1675577374070238	0.52091414	0.060358889338774036	0.08220534128942368	0.5825409489250721	0.5144717150865259
O96017	CHEK2	0	543	0.1542839147967274	0.14109844	0.6099319917195805	0.5179836909844792	0.49030898385529104	0.6402525466606411
O96018	APBA3	0	575	0.10948523117893184	0.33177779999999996	0.3349248057647484	0.2580288305458054	0.5471830326119365	0.5600275352012907
O96019	ACTL6A	0	429	0.1945733636844011	0.119434126	0.7917960673555229	0.7640663724331086	0.50114619130939	0.800329199911912
O96020	CCNE2	0	404	0.2851903405369	0.58968765	0.2716788849239475	0.4775838767137164	0.6213463830685719	0.6851657197795276
O96024	B3GALT4	0	378	0.0332275746814217	0.03316677	0.22177383513854887	0.14137914912685484	0.4109266951847429	0.4307156512679463
O96028	NSD2	0	1365	0.1151403022918466	0.24708095	0.8058391977453401	0.7683868276583441	0.5360818768808324	0.8107190878036187
O96033	MOCS2	0	88	0.09160340298159618	0.11785124	0.16686497585114396	0.23922437340975625	0.4655732573316206	0.5059773600069237
P00156	MT-CYB	0	380	0.007734766383682781	0.0009843445	0.3646784036904296	0.3173917409643133	0.3617106299364632	0.4949253423255017
P00167	CYB5A	0	134	0.16496164251265094	0.008369829	0.5	0.4748327342027115	0.4486755044576097	0.6000961083654253
P00325	ADH1B	0	375	0.8263350446448325	0.17921907	0.3931865971120221	0.2273347529182284	0.7716785055924892	0.7268031452860793
P00326	ADH1C	0	375	0.8038967902789393	0.15795204	0.2034564235540582	0.329352644966362	0.7511154563457977	0.7291472018838998
P00338	LDHA	1	332	0.7972148070373315	0.70602703	0.9032009207047548	0.9154607708909718	0.7872855283710212	0.9642678217656646
P00352	ALDH1A1	0	501	0.8456211268826002	0.2849477	0.3762189723184796	0.4459698956818636	0.7912147804824907	0.7965783607561887
P00367	GLUD1	0	558	0.7522290010705454	0.6915504	0.8871403531421436	0.8935011225028691	0.7656967510923242	0.9486043589539599
P00374	DHFR	1	187	0.8250829891105892	0.98156655	0.66780418129709	0.6665279225854222	0.9134571951074172	0.9436509978375444
P00387	CYB5R3	1	301	0.5875268874468872	0.91652524	0.40669906305464615	0.4546642881297649	0.803367347326587	0.8119428585600561
P00390	GSR	1	522	0.5785912043350786	0.94782716	0.8749281289586862	0.8193340193555462	0.860080021888024	0.9482094592357124
P00395	MT-CO1	0	513	0.011485517820770107	0.0056393384	0.0909901456946059	0.09063137937275102	0.37341742181401216	0.3914996146390423
P00403	MT-CO2	1	227	0.09408633003881736	0.80629814	0.8044426192420036	0.7315549766123259	0.6198977886944406	0.8148302505653298
P00414	MT-CO3	0	261	0.0028818117005225685	0.014579446999999999	0.28269793807426064	0.2388146869582911	0.37555823723807946	0.4637353583384259
P00439	PAH	0	452	0.07624154028725663	0.26075349999999997	0.2713429885468096	0.099643893822615	0.5241483277391419	0.4813633938382611
P00441	SOD1	0	154	0.7975557521914011	0.19477318	0.5237756768979421	0.5529118655136456	0.7502930177990816	0.7925219366860493
P00450	CERU	0	1065	0.07622595158219345	0.14852656	0.17994324799361486	0.1596339876364905	0.5068637630440664	0.4948463987053493
P00451	FA8	0	2351	0.10189378698839792	0.8708616	0.6970792154932052	0.5879787619319742	0.6519321974369282	0.7500029967201317
P00480	OTC	0	354	0.3701136096311076	0.26127803	0.35945398358533304	0.39170998712016014	0.6021277411386636	0.6428376262897171
P00488	F13A1	0	732	0.3285744371660722	0.5417798	0.8207318810707711	0.6417647260595751	0.6232541460644154	0.7626628150128061
P00491	PNP	0	289	0.20597326509428893	0.20948963	0.9179454628486844	0.8669188669477684	0.5584773330532933	0.8946939327545018
P00492	HPRT1	0	218	0.6675430936309003	0.3270863	0.8876788974314449	0.865229612825544	0.700882638989923	0.9183596697986348
P00505	GOT2	1	430	0.7306829742703146	0.8652076999999999	0.9321267114435378	0.9153506336541036	0.7894878795234874	0.9647306266852138
P00519	ABL1	0	1130	0.1997195060617355	0.29061317	0.5211996011668187	0.4843125880146074	0.5660296082816838	0.6579555567603379
P00533	EGFR	0	1210	0.010170119086091972	0.08843248	0.535145154205392	0.4194923449909181	0.41946593069289495	0.5607235946172816
P00540	MOS	0	346	0.0244749888700022	0.32957074	0.1346432550048402	0.14993545749033466	0.5115689745535958	0.4942934098198046
P00558	PGK1	1	417	0.9299087850392954	0.50858396	0.8745310462232231	0.8812037911145988	0.8687681406145751	0.967662607429493
P00568	AK1	0	194	0.8585538268816735	0.10662258	0.5739953016607001	0.5352946555661264	0.7644815543456114	0.7980648332695637
P00709	LALBA	0	142	0.08509408037076042	0.015320483000000001	0.16385237683050596	0.06677243884495958	0.4244804497995376	0.4008985166385409
P00734	F2	0	622	0.05486183350435368	0.21464263	0.5	0.4044784950365464	0.5092576992033868	0.5961498686752307
P00736	C1R	0	705	0.07630835433285754	0.46249324	0.06294108415505417	0.09380870064366267	0.5496628079158676	0.4965605466546722
P00738	HP	0	406	0.5339978979130227	0.16541485	0.3761727614395681	0.17122668663469462	0.6388879050626823	0.5922602029461308
P00739	HPR	0	348	0.21889157354530328	0.29041153	0.12053870072987136	0.04920207960199113	0.5698174697792004	0.4909909156106337
P00740	F9	0	461	0.239144799205879	0.13425887	0.359929641437605	0.15714533038493106	0.5143636204196327	0.4989879648129838
P00742	F10	0	488	0.2641504523787217	0.33088249999999997	0.08796366028293308	0.07303778153713904	0.5871158315918663	0.5150328161642671
P00746	CFD	0	253	0.07307029203815217	0.0967495	0.12128980007483425	0.05763962469604855	0.4562392421863173	0.4172488326995077
P00747	PLG	0	810	0.06628429493961026	0.08830506	0.7148546113397637	0.5394894219054451	0.45139807890379396	0.6349926237629238
P00748	F12	0	615	0.0183601948021952	0.06548457	0.1625604472494411	0.08570930974671427	0.418667873285823	0.4070486240911044
P00749	PLAU	0	431	0.2327067505582359	0.045122188	0.22793907489508625	0.1746687692631727	0.4959806552039174	0.4950699356775038
P00750	PLAT	0	562	0.002788559307366488	0.3696545	0.5253496142150766	0.4001231251076791	0.5042016842150596	0.5919824725046824
P00751	CFB	0	764	0.3983074661915855	0.6749426	0.6723238219897326	0.5702371668120507	0.6543370095643799	0.7432038914097864
P00797	REN	0	406	0.1449997905840674	0.01767503	0.08501206740617494	0.06884301931756602	0.4499003094965982	0.4197906760787287
P00813	ADA	0	363	0.5387796176629158	0.6046066999999999	0.5488683179324036	0.7051847889406484	0.6849782678440471	0.8212816345268572
P00846	MT-ATP6	0	226	0.013879412745209492	0.035455596	0.08617803777287951	0.11885668077569166	0.40055719027585024	0.41496358250407017
P00915	CA1	0	261	0.5634854627711249	0.24553147	0.27785930305962586	0.10431942926444826	0.6591503058155481	0.5839650865485644
P00918	CA2	1	260	0.6780187680189469	0.8684806999999999	0.9104815756326736	0.8182778983080122	0.7734959573675418	0.9109675159708128
P00966	ASS1	1	412	0.9164850362163682	0.95963335	0.5373239096844112	0.6147130754497648	0.9352845005370812	0.9454081368291544
P00973	OAS1	1	400	0.2224226948339312	0.6539459	0.3752514678105073	0.3189467490493166	0.6145530785309365	0.6249182697510367
P00995	SPINK1	0	79	0.15699593890386282	0.10055251400000001	0.22457420923610905	0.10835066048178177	0.4865476635624648	0.4601511354302186
P01008	SERPINC1	0	464	0.27927864812712705	0.044063497	0.05683308271662613	0.024685443801820944	0.5093723537939914	0.4402600888098693
P01009	SERPINA1	0	418	0.4025676580808644	0.37093213	0.4681110513564231	0.3810961031557713	0.6227547862749727	0.6529448316578537
P01011	SERPINA3	0	423	0.2916241977960925	0.37766245	0.3311429034113175	0.21630502611240127	0.5990397311203504	0.5781189967389319
P01019	AGT	0	485	0.058902592092994574	0.19941291	0.520806704253442	0.2962348230600053	0.5074406636126195	0.5508242595028545
P01023	A2MG	0	1474	0.25983462185960265	0.83760726	0.3006557587673845	0.2989243020525895	0.6669840821279645	0.6520943668215149
P01024	CO3	0	1663	0.28064093639835097	0.69157404	0.4055213547622894	0.2905145523579927	0.6328936638308958	0.6276776849010673
P01031	CO5	0	1676	0.31739050083537	0.6009661999999999	0.025830921110796337	0.01654881786210626	0.6304444255883486	0.5353641114256502
P01033	TIMP1	0	207	0.030669431887671194	0.0063618612	0.4029028301030157	0.2992451800555367	0.3870336151061157	0.4932640071617005
P01034	CST3	0	146	0.1326526477063305	0.06015959	0.2100268575213341	0.1091899966647937	0.4705166920303141	0.450842799686449
P01036	CST4	0	141	0.09390429218778368	0.08588016	0.14560976640808032	0.0792538513317559	0.4626417944639457	0.4328695325351185
P01037	CST1	0	141	0.09021364592145872	0.40577954	0.13193650743092414	0.05416971574466471	0.5468214842690402	0.4763633230318876
P01040	CSTA	0	98	0.9726207056144188	0.91115344	0.5639314706070538	0.4441907354301977	0.9700227554448654	0.9937808065288832
P01042	KNG1	0	644	0.6077112801773452	0.59928244	0.16495161701128289	0.10473476155051567	0.7062451753610229	0.6274173209401593
P01100	FOS	0	380	0.07102322130149202	0.0457456	0.5084573067240269	0.3606263510033345	0.4404477575869053	0.5437095585279149
P01106	MYC	0	439	0.17284778173533882	0.033951942	0.5866051777060342	0.5296369578956132	0.4696435733404442	0.637692120042663
P01111	NRAS	0	189	0.6051207611853641	0.10442184	0.1959124843981452	0.1361569966923943	0.6283818383193525	0.5730994746611277
P01112	HRAS	0	189	0.615131977580075	0.09620425	0.43820933147132335	0.3335174851672548	0.6330176274790951	0.6406363614804309
P01116	KRAS	0	189	0.7493184804156063	0.08539127	0.3012974176627837	0.2114947047310612	0.6915436887646442	0.6480935402878765
P01127	PDGFB	0	241	0.12543941987835744	0.5147149999999999	0.7836192641500046	0.6512293705759354	0.5713861457638166	0.7492723813787009
P01130	LDLR	0	860	0.0762495286974746	0.0059564426	0.2206101494673699	0.1889093197259164	0.41222084461289976	0.4527441098211405
P01133	EGF	0	1207	0.0790826509008219	0.13415422	0.6271186625888069	0.5	0.4626340868283024	0.6163140346691925
P01135	TGFA	0	160	0.029422606173167807	0.06295058	0.21364101291593	0.2209774866449077	0.4251505372988224	0.4738523952691959
P01137	TGFB1	0	390	0.2437861089275317	0.01856448	0.15814099909297882	0.11687346805062948	0.4816503983072118	0.4603834863934245
P01138	NGF	0	241	0.5948213979790336	0.23437612	0.81508045673969	0.7981021101082844	0.6693167084955345	0.8666656699911304
P01148	GNRH1	0	92	0.1137333104290924	0.036802515	0.17750703170332116	0.09363663956699604	0.4521013231533406	0.4327526243864751
P01160	NPPA	0	153	0.009735689643248144	0.034657985	0.187355830959254	0.1244400335136128	0.3969088096670385	0.4160254335527061
P01178	OXT	0	125	0.02595534530502941	0.031994294	0.5741392766970512	0.3590531406726038	0.4061914983816381	0.5276753999148943
P01185	AVP	0	164	0.024364128035515315	0.02465751	0.2314364447000053	0.16421583700163658	0.4000146370035721	0.4371464637426641
P01189	POMC	0	267	0.15119063430036328	0.3310855	0.09673477827566768	0.05167607777571055	0.5591618436220609	0.4842884685995439
P01210	PENK	0	267	0.2438536347589925	0.020122835	0.07422867929289301	0.042081362972912456	0.4831645509124724	0.4267450779214895
P01213	PDYN	0	254	0.10981196891831822	0.18655139	0.1958980921549029	0.07215972806532572	0.5255762281228744	0.4701781734680017
P01215	CGA	0	116	0.03974095127563284	0.029863933	0.1746631549291704	0.08394038791190707	0.41290898040040336	0.4037668291588725
P01222	TSHB	0	138	0.06261554247000428	0.044909794	0.302566306746152	0.1192582511020242	0.4363090030692446	0.43377243364267226
P01225	FSHB	0	129	0.07623696363782105	0.0060976865	0.1323976818337102	0.05518206796773231	0.4124238941427015	0.3877219479598497
P01229	LHB	0	141	0.005388355010498054	0.004591468	0.14790757818514091	0.06050060592002692	0.3672678016290257	0.37344232637473984
P01236	PRL	0	227	0.015856610028274383	0.039989475	0.0689517428635021	0.03824074566731955	0.40519730513638696	0.37676009012756906
P01241	GH1	0	217	0.015143552982153271	0.0072605744999999985	0.7695765574786476	0.5204281903900922	0.37821044865325937	0.6013301431447156
P01242	GH2	0	217	0.01175736387588404	0.03129143	0.14784868866985434	0.07290430551046556	0.3962759142657023	0.3914256899632407
P01258	CALCA	0	141	0.010684264050924595	0.068871	0.0697573235123234	0.03021191053133745	0.4145803704426967	0.3785421514460463
P01266	THYG	0	2768	0.2244235266256321	0.11259953	0.2345313069452784	0.091541749951459	0.5083916072096061	0.4670101217352668
P01270	PTH	0	115	0.4893897142327186	0.056149982	0.1933925073876352	0.10674163031014007	0.5744090735294999	0.518092773665482
P01275	GCG	0	180	0.143510125687081	0.16703573	0.277536509336092	0.23494210815567396	0.5333932032295913	0.5429551191585413
P01282	VIP	0	170	0.07256921127248582	0.036813773	0.03786538447533274	0.01876166132437583	0.4349962031853297	0.3899261238988484
P01286	GHRH	0	108	0.0484237184670149	0.022396535	0.10469265287491564	0.03744147029885676	0.4116692076057133	0.3794415953591491
P01298	PPY	0	95	0.015160284878239975	0.029719599999999995	0.1254874322829011	0.05761673084362079	0.3976140185426462	0.382869464736339
P01303	NPY	0	97	0.04823354355267718	0.04513733	0.15238073793074616	0.0657984374844481	0.4279398864156866	0.4030605957677713
P01308	INS	0	110	0.010460681413036988	0.025556426	0.14980785723618426	0.11577666578106	0.3913547046883353	0.40992151689768974
P01344	IGF2	0	180	0.1143728074011639	0.1251762	0.15785972410727134	0.134152338273045	0.4754844366328125	0.4646443192815381
P01350	GAST	0	101	0.026033730155101967	0.023715656	0.10358757885176056	0.04863627590694451	0.4001679593434277	0.3794743772467151
P01374	LTA	0	205	0.009563872078575248	0.021483733999999997	0.2524648774592271	0.2585199203948469	0.3870187617824932	0.4758845061277036
P01375	TNF	0	233	0.03255942568719295	0.027014302	0.2539437475213441	0.16845907787153458	0.4067291922123312	0.4416067557220051
P01562	IFNA1	0	189	0.002510846913780868	0.024150176000000002	0.08137680639822882	0.07604610079702237	0.3840936109467271	0.3880448589825031
P01562	IFNA13	0	189	0.002510846913780868	0.024150176000000002	0.08137680639822882	0.07604610079702237	0.3840936109467271	0.3880448589825031
P01563	IFNA2	0	188	0.004965451350870904	0.024837779	0.7822301159369951	0.7056402124429808	0.386602792692924	0.7286786698047473
P01566	IFNA10	0	189	0.002536918145592764	0.035523742000000004	0.6323390465634907	0.14337786527054658	0.3922621285058541	0.4241799479637547
P01567	IFNA7	0	189	0.007951398784389293	0.058624475999999995	0.07889230658122176	0.022014010986874333	0.4094287739474719	0.37505214386632896
P01568	IFNA21	0	189	0.0016170691285435565	0.030279526	0.24885045100671965	0.13335629999359785	0.38826156546269	0.4167007535468048
P01569	IFNA5	0	189	0.008120995659568309	0.042911723	0.26114751261512753	0.10238976636836222	0.4018825338809142	0.4083088322716306
P01570	IFNA14	0	189	0.004869628233985705	0.029339797999999997	0.37272315028747344	0.14439375406928562	0.3896566457119936	0.4233077443648633
P01571	IFNA17	0	189	0.005386627892537193	0.026564622000000003	0.19358182025592505	0.17663179407818172	0.3880543427586656	0.4378062252774163
P01574	IFNB1	0	187	0.013007262081269523	0.14117129	0.1344756955692343	0.09365187860841936	0.4279414010528469	0.4166346125553812
P01579	IFNG	0	166	0.4093529692392667	0.11968721	0.1434511326211829	0.06737809242818063	0.5588735413492558	0.4918599892740146
P01583	IL1A	0	271	0.3896074159901232	0.10248751	0.07351611002664568	0.03974431889976731	0.5530095194305201	0.4750868616359354
P01584	IL1B	0	269	0.5266373909147855	0.29982263	0.2845933808954575	0.14776999318337358	0.6508665203878257	0.5912328484659519
P01588	EPO	0	193	0.013171360329408036	0.012017723999999999	0.14631536916763668	0.06504312412953105	0.38180614714718103	0.3811386762406649
P01589	IL2RA	0	272	0.17086681303626972	0.017544601	0.3395206937477392	0.1484257456457673	0.457051535552138	0.4610672553286752
P01591	JCHAIN	0	159	0.4606026266323299	0.0029392878000000003	0.22475144801987512	0.14835441150701767	0.5350710439863638	0.508984186623998
P01602	IGKV1-5	0	117	0.0440554868059654	0.03306292	0.41285285032029495	0.6448581231208439	0.4166318538859407	0.6881198345580917
P01614	IGKV2D-40	0	121	0.02339935191652437	0.099442415	0.016699198330465674	0.034078479729293544	0.42973916469694906	0.3887434213153147
P01615	IGKV2D-28	0	120	0.011363965608718796	0.06719785	0.3985498483595869	0.5594435217991489	0.4146596130073283	0.6349089083238451
P01616	KVD28	0	120	0.011363965608718796	0.06719785	0.3985498483595869	0.5594435217991489	0.4146596130073283	0.6349089083238451
P01619	IGKV3-20	0	116	0.013567826267292868	0.018374462	0.4353789727368965	0.6634693719829963	0.3865382968370463	0.6977206620268013
P01700	IGLV1-47	0	117	0.01217152920785813	0.07950369	0.12413377423597376	0.14932005611707802	0.4187907616455749	0.4373003149740494
P01709	IGLV2-8	0	118	0.023780581435735585	0.037200045	0.11171112531519166	0.11481675079195824	0.4080322334470207	0.41629494010183854
P01730	CD4	0	458	0.5265696590715087	0.06290647	0.6885622021878468	0.5421903717747465	0.5913328209972768	0.6974553441073823
P01732	CD8A	0	235	0.033897457485116064	0.06532312	0.16555737972021772	0.08835319585004636	0.4283528475974375	0.4144540681055287
P01737	TVA3	0	135	0.011913489185840459	0.0976135	0.1852426737497084	0.28333323814175704	0.42241448689760186	0.4987860066482119
P01764	IGHV3-23	0	117	0.044061341837569816	0.03152862	0.11580111712049015	0.12396689451941535	0.4160388058739029	0.423245304098516
P01772	IGHV3-33	0	117	0.062358735375545676	0.070807196	0.07272774611421548	0.03509790671596934	0.4450263478257276	0.40023992789839336
P01780	IGHV3-7	0	117	0.07480405631786405	0.030835856000000002	0.11580111712049015	0.12396689451941535	0.4323217367099776	0.4331646091886671
P01833	PIGR	0	764	0.2601963179139276	0.5016128	0.4737593186545734	0.3294268574695877	0.6035699104879944	0.6187597833984677
P01834	IGKC	0	107	0.08889881659791217	0.106183425	0.2416161894627483	0.2247295629482688	0.4625626405156219	0.4981299416166473
P01848	TRAC	0	142	0.0477633219653383	0.037829496000000004	0.07283862049529245	0.10162828915415628	0.4218947736741727	0.4161137364935008
P01850	TRBC1	0	177	0.060693003014462885	0.038327616	0.10791220095214006	0.08073780905826773	0.4297576179266819	0.4117848555620527
P01854	IGHE	0	428	0.0951738587868726	0.11238335	0.3515229643576513	0.5950158733200427	0.4667753881446892	0.6776301354182355
P01857	IGHG1	0	330	0.09952341114211467	0.08423172	0.3407988277540281	0.3324140724115105	0.4650172699704786	0.5417960506439272
